program_name,required_subjects,expanded_score_dict,group,score_dict
國立臺北大學 公共行政暨政策學系,"['國', '英', '社']","{'國': 12, '英': 12, '社': 13}",法政,"{'國': 12.0, '英': 11.777619304257271, '社': 12.736123908388036}"
國立臺北大學 應用外語學系,"['國', '英', '國英數B社']","{'國': 11, '英': 11, '數B': 11, '社': 11}",外語,"{'國': 13.098434364544495, '英': 13.004727565064355, '國英數B社': 44.19998113043472}"
國立臺北大學 會計學系,"['英', '數A', '國英數A社']","{'英': 11, '數A': 11, '國': 11, '社': 11}",管理,"{'英': 11.343096949936314, '數A': 8.576698965023954, '國英數A社': 42.97068590611012}"
國立臺北大學 歷史學系,['國社'],"{'國': 13, '社': 13}",文史哲,{'國社': 25.11111111111111}
國立臺北大學 法律學系司法組,"['國', '英', '數B', '國英數B社']","{'國': 11, '英': 11, '數B': 11, '社': 11}",法政,"{'國': 12.949027945796791, '英': 11.307148874158877, '數B': 8.375038458117182, '國英數B社': 43.3188883661454}"
國立臺北大學 法律學系法學組,"['國', '英', '數B', '國英數B社']","{'國': 13, '英': 13, '數B': 13, '社': 13}",法政,"{'國': 13.0, '英': 12.133724306906853, '數B': 11.639841335914658, '國英數B社': 51.59515932718456}"
國立臺北大學 法律學系財經法組,"['國', '英', '數B', '國英數B社']","{'國': 13, '英': 13, '數B': 13, '社': 13}",法政,"{'國': 13.021452416131163, '英': 11.990807773581404, '數B': 9.996014973474372, '國英數B社': 50.773441085366}"
國立臺北大學 社會學系,"['英', '數B', '社']","{'英': 3, '數B': -35, '社': 13}",社會心理,"{'英': 2.7492448135506864, '數B': -34.50640713404994, '社': 12.998868469286643}"
國立臺北大學 社會工作學系,['國英'],"{'國': 11, '英': 11}",社會心理,{'國英': 22.0}
國立臺北大學 統計學系,['國英數A'],"{'國': 11, '英': 11, '數A': 11}",管理,{'國英數A': 33.0}
國立臺北大學 經濟學系,"['英', '數A']","{'英': 11, '數A': 9}",財經,"{'英': 11.0, '數A': 9.0}"
國立臺北大學 財政學系,"['英', '數A', '國英數A社']","{'英': 12, '數A': 12, '國': 12, '社': 12}",財經,"{'英': 11.047941400053675, '數A': 9.337566053300463, '國英數A社': 47.64138555454723}"
國立臺北大學 資訊工程學系,"['英自', '數A']","{'英': 11, '自': 11, '數A': 11}",工程,"{'英自': 22.986879930070263, '數A': 11.189710027362144}"
國立臺北大學 通訊工程學系,"['英自', '數A']","{'英': 10, '自': 10, '數A': 11}",工程,"{'英自': 20.666666666666668, '數A': 10.662950720845588}"
國立臺北大學 金融與合作經營學系,['國英數A社'],"{'國': 10, '英': 10, '數A': 10, '社': 10}",財經,{'國英數A社': 41.5}
國立臺北大學 電機工程學系,['英數A自'],"{'英': 13, '數A': 13, '自': 13}",工程,{'英數A自': 38.0}
國立臺北教育大學 兒童英語教育學系,['英'],{'英': 12},教育,{'英': 12.31549667526694}
國立臺北教育大學 幼兒與家庭教育學系,"['國', '英']","{'國': 12, '英': 10}",教育,"{'國': 11.81361006875051, '英': 9.527048876080704}"
國立臺北教育大學 幼兒與家庭教育學系（芝山組）,"['國', '英']","{'國': 12, '英': 8}",教育,"{'國': 12.0, '英': 8.0}"
國立臺北教育大學 心理與諮商學系,"['國', '英', '數B']","{'國': 14, '英': 11, '數B': 10}",社會心理,"{'國': 14.0, '英': 10.78892372103101, '數B': 10.324411261193406}"
國立臺北教育大學 心理與諮商學系（芝山組）,"['國', '英', '數B']","{'國': 11, '英': 8, '數B': 5}",社會心理,"{'國': 11.0, '英': 8.0, '數B': 5.0}"
國立臺北教育大學 教育學系,"['國', '國英數B']","{'國': 11, '英': 11, '數B': 11}",教育,"{'國': 14.699000040306824, '國英數B': 33.245644172059144}"
國立臺北教育大學 教育學系（芝山組）,"['國', '國英數B']","{'國': 9, '英': 9, '數B': 9}",教育,"{'國': 12.0, '國英數B': 28.0}"
國立臺北教育大學 教育經營與管理學系,"['國', '英', '數B']","{'國': 10, '英': 7, '數B': 10}",管理,"{'國': 10.444444444444445, '英': 6.554471590727705, '數B': 10.444444444444445}"
國立臺北教育大學 教育經營與管理學系（芝山組）,"['國英', '數B']","{'國': 10, '英': 10, '數B': 6}",管理,"{'國英': 20.0, '數B': 6.0}"
國立臺北教育大學 數位科技設計學系,"['英', '數B', '國英數B']","{'英': 10, '數B': 10, '國': 10}",工程,"{'英': 9.78892372103101, '數B': 10.76703589188686, '國英數B': 29.39571244780685}"
國立臺北教育大學 數學暨資訊教育學系人工智慧與資訊教育組,"['國英', '數A']","{'國': 10, '英': 10, '數A': 8}",資訊,"{'國英': 19.183307292754552, '數A': 8.348918160810795}"
國立臺北教育大學 數學暨資訊教育學系數學組,['數A'],{'數A': 10},資訊,{'數A': 10.189710027362144}
國立臺北教育大學 文化創意產業經營學系,['國英社'],"{'國': 12, '英': 12, '社': 12}",文史哲,{'國英社': 37.03346079301185}
國立臺北教育大學 特殊教育學系,['國英數B'],"{'國': 10, '英': 10, '數B': 10}",教育,{'國英數B': 30.33333333333333}
國立臺北教育大學 特殊教育學系（芝山組）,['國英數B'],"{'國': 8, '英': 8, '數B': 8}",教育,{'國英數B': 25.0}
國立臺北教育大學 社會與區域發展學系,['英社'],"{'英': 11, '社': 11}",社會心理,{'英社': 22.88888888888889}
國立臺北教育大學 自然科學教育學系,"['數A', '自']","{'數A': 7, '自': 10}",數理化,"{'數A': 7.1569301413466295, '自': 9.757936688570624}"
國立臺北教育大學 自然科學教育學系（芝山組）,['數A自'],"{'數A': 9, '自': 9}",數理化,{'數A自': 18.0}
國立臺北教育大學 藝術與造形設計學系設計組,['國英數B'],"{'國': 11, '英': 11, '數B': 11}",建築設計,{'國英數B': 32.46331163787681}
國立臺北教育大學 語文與創作學系文學創作組,"['國', '英', '國英社']","{'國': 11, '英': 11, '社': 11}",藝術,"{'國': 13.0, '英': 9.855709150679957, '國英社': 32.29756398361776}"
國立臺北教育大學 語文與創作學系語文師資組,"['國', '英', '國英數B社']","{'國': 10, '英': 10, '數B': 10, '社': 10}",教育,"{'國': 13.0, '英': 9.329397416705286, '國英數B社': 39.19237702484982}"
國立臺北教育大學 資訊科學系,['英數A自'],"{'英': 10, '數A': 10, '自': 10}",資訊,{'英數A自': 28.5}
國立臺南大學 國語文學系,"['國', '國英社']","{'國': 10, '英': 10, '社': 10}",文史哲,"{'國': 13.0, '國英社': 30.01126254844537}"
國立臺南大學 幼兒教育學系,"['國', '國英']","{'國': 11, '英': 11}",教育,"{'國': 12.0, '國英': 21.142857142857142}"
國立臺南大學 應用數學系,['數A'],{'數A': 12},數理化,{'數A': 11.786486189014406}
國立臺南大學 戲劇創作與應用學系(女),['國英'],"{'國': 9, '英': 9}",藝術,{'國英': 18.0}
國立臺南大學 戲劇創作與應用學系(男),['國英'],"{'國': 8, '英': 8}",藝術,{'國英': 15.0}
國立臺南大學 教育學系,"['國數B', '英', '國英數B']","{'國': 10, '數B': 10, '英': 10}",教育,"{'國數B': 18.0, '英': 8.101556211139597, '國英數B': 30.0}"
國立臺南大學 數位學習科技學系,"['英', '數A']","{'英': 9, '數A': 6}",工程,"{'英': 9.321033882052188, '數A': 6.332670326012292}"
國立臺南大學 數位學習科技學系(資安組),['數A'],{'數A': 7},工程,{'數A': 7.0}
國立臺南大學 文化與自然資源學系,['國英社'],"{'國': 11, '英': 11, '社': 11}",數理化,{'國英社': 31.65145511530467}
國立臺南大學 材料科學系,['英數A自'],"{'英': 11, '數A': 11, '自': 11}",工程,{'英數A自': 33.67540754664282}
國立臺南大學 特殊教育學系,['國英數B'],"{'國': 10, '英': 10, '數B': 10}",教育,{'國英數B': 29.0}
國立臺南大學 生態暨環境資源學系,['國英'],"{'國': 10, '英': 10}",地球環境,{'國英': 19.44896891203948}
國立臺南大學 生物科技學系,"['國', '自']","{'國': 12, '自': 12}",工程,"{'國': 12.0, '自': 12.0}"
國立臺南大學 經營與管理學系,"['英', '國英數B']","{'英': 6, '國': 6, '數B': 6}",管理,"{'英': 10.78892372103101, '國英數B': 19.399392120206524}"
國立臺南大學 綠色能源科技學系,"['國', '英', '數A']","{'國': 7, '英': 7, '數A': 8}",工程,"{'國': 6.52515743791698, '英': 6.585155913119258, '數A': 8.0}"
國立臺南大學 英語學系,['英'],{'英': 10},未分類,{'英': 10.316438038530196}
國立臺南大學 行政管理學系,['國英數B社'],"{'國': 10, '英': 10, '數B': 10, '社': 10}",管理,{'國英數B社': 39.31857140342208}
國立臺南大學 諮商與輔導學系,['國英數B'],"{'國': 12, '英': 12, '數B': 12}",社會心理,{'國英數B': 34.5}
國立臺南大學 資訊工程學系,"['數A', '英數A']","{'數A': 10, '英': 10}",工程,"{'數A': 8.810751358158802, '英數A': 20.266666666666666}"
國立臺南大學 電機工程學系,['英數A'],"{'英': 12, '數A': 12}",工程,{'英數A': 23.0}
國立臺南藝術大學 藝術史學系,"['國', '社']","{'國': 8, '社': 12}",藝術,"{'國': 7.993591252831175, '社': 12.138684264657924}"
國立臺東大學 全校不分系學士學位學程,"['國', '英']","{'國': 9, '英': 4}",跨領域,"{'國': 9.37980343614386, '英': 3.9965132947449913}"
國立臺東大學 公共與文化事務學系,['國'],{'國': 10},法政,{'國': 10.27839243208262}
國立臺東大學 幼兒教育學系,"['國', '英']","{'國': 10, '英': 5}",教育,"{'國': 9.708426798856188, '英': 4.727834959928306}"
國立臺東大學 應用數學系,['數A'],{'數A': 7},數理化,{'數A': 6.557155297466807}
國立臺東大學 應用科學系化學及奈米科學組,['自'],{'自': 9},工程,{'自': 9.337396689031015}
國立臺東大學 應用科學系應用物理組,['自'],{'自': 9},數理化,{'自': 9.32888544757388}
國立臺東大學 教育學系,['國'],{'國': 11},教育,{'國': 11.27577224339029}
國立臺東大學 數位媒體與文教產業學系,['國'],{'國': 11},大眾傳播,{'國': 11.0}
國立臺東大學 文化資源與休閒產業學系,['國'],{'國': 10},文史哲,{'國': 10.0}
國立臺東大學 特殊教育學系,['國'],{'國': 11},教育,{'國': 10.637886121695145}
國立臺東大學 生命科學系,['自'],{'自': 10},生命科學,{'自': 9.698233167573854}
國立臺東大學 綠能與資訊科技學系,['自'],{'自': 5},工程,{'自': 5.0}
國立臺東大學 英美語文學系,"['國', '英']","{'國': 5, '英': 9}",文史哲,"{'國': 4.605727617278462, '英': 8.550455001710578}"
國立臺東大學 華語文學系,"['國', '社']","{'國': 11, '社': 9}",文史哲,"{'國': 11.0, '社': 8.6}"
國立臺東大學 資訊工程學系,"['英', '數A', '英數A']","{'英': 7, '數A': 7}",工程,"{'英': 6.164711152507382, '數A': 6.165036354675755, '英數A': 14.959929511442157}"
國立臺東大學 資訊管理學系,['國英數B'],"{'國': 7, '英': 7, '數B': 7}",資訊,{'國英數B': 21.918380172811062}
國立臺東大學 身心整合與運動休閒產業學系,['國'],{'國': 7},遊憩運動,{'國': 7.400347505369696}
國立臺灣大學 中國文學系,"['國', '英', '社']","{'國': 15, '英': 10, '社': 12}",文史哲,"{'國': 15.0, '英': 10.00944933301122, '社': 12.01865375737429}"
國立臺灣大學 人類學系,"['英', '國英數B社']","{'英': 13, '國': 13, '數B': 13, '社': 13}",社會心理,"{'英': 13.644751670018314, '國英數B社': 52.95804157708881}"
國立臺灣大學 公共衛生學系,['英數A自'],"{'英': 13, '數A': 13, '自': 13}",醫藥衛生,{'英數A自': 38.0}
國立臺灣大學 動物科學技術學系,"['自', '國英數A']","{'自': 14, '國': 11, '英': 11, '數A': 11}",生物資源,"{'自': 13.771329927247852, '國英數A': 32.124677736306595}"
國立臺灣大學 化學工程學系,"['英', '數A自']","{'英': 12, '數A': 14, '自': 14}",工程,"{'英': 12.48782946938873, '數A自': 27.0}"
國立臺灣大學 化學系,"['英', '數A', '自']","{'英': 14, '數A': 11, '自': 14}",數理化,"{'英': 14.0, '數A': 11.332992306533692, '自': 13.796558207887577}"
國立臺灣大學 哲學系,"['國', '英']","{'國': 12, '英': 14}",文史哲,"{'國': 11.999287727070609, '英': 14.0}"
國立臺灣大學 國際企業學系,"['英', '國英數A社']","{'英': 13, '國': 13, '數A': 13, '社': 13}",管理,"{'英': 14.86627569309315, '國英數A社': 53.97633988468304}"
國立臺灣大學 國際體育運動事務學士學位學程,"['國', '英']","{'國': 12, '英': 13}",管理,"{'國': 11.594356144395473, '英': 13.0}"
國立臺灣大學 園藝暨景觀學系,"['英', '自']","{'英': 12, '自': 12}",生物資源,"{'英': 12.0, '自': 12.0}"
國立臺灣大學 圖書資訊學系,"['國', '英', '國英社']","{'國': 13, '英': 13, '社': 13}",資訊,"{'國': 13.999271914146858, '英': 14.0, '國英社': 40.323509389640165}"
國立臺灣大學 土木工程學系,['國英數A自'],"{'國': 12, '英': 12, '數A': 12, '自': 12}",工程,{'國英數A自': 48.79108973104952}
國立臺灣大學 地理環境資源學系,"['英', '數A', '社', '英數A社']","{'英': 12, '數A': 12, '社': 12}",地球環境,"{'英': 13.0, '數A': 9.786486189014363, '社': 12.709783853560374, '英數A社': 35.041698852403535}"
國立臺灣大學 地質科學系,"['數A', '自', '國英數A自']","{'數A': 11, '自': 11, '國': 11, '英': 11}",地球環境,"{'數A': 9.781792148305708, '自': 14.325210115126277, '國英數A自': 43.0}"
國立臺灣大學 外國語文學系,['英'],{'英': 15},文史哲,{'英': 15.0}
國立臺灣大學 大氣科學系,"['數A自', '國英數A自']","{'數A': 12, '自': 12, '國': 12, '英': 12}",地球環境,"{'數A自': 26.12838017740918, '國英數A自': 48.860270754506615}"
國立臺灣大學 工商管理學系企業管理組,"['數A', '國英數A社']","{'數A': 14, '國': 14, '英': 14, '社': 14}",管理,"{'數A': 13.333333333333334, '國英數A社': 54.04877921808197}"
國立臺灣大學 工商管理學系科技管理組,"['英數A', '國英數A自']","{'英': 13, '數A': 13, '國': 13, '自': 13}",工程,"{'英數A': 26.490195873195475, '國英數A自': 50.93358342679158}"
國立臺灣大學 工程科學及海洋工程學系,"['數A', '自', '英數A自']","{'數A': 10, '自': 10, '英': 10}",工程,"{'數A': 13.786486189014406, '自': 13.325210115126277, '英數A自': 29.81330169220337}"
國立臺灣大學 心理學系,['英數A自'],"{'英': 14, '數A': 14, '自': 14}",社會心理,{'英數A自': 41.37267751531533}
國立臺灣大學 戲劇學系(女),"['國', '英', '數B', '社', '國英數B社']","{'國': 11, '英': 11, '數B': 11, '社': 11}",藝術,"{'國': 13.0, '英': 13.846425562920563, '數B': 7.458559203433071, '社': 10.00215722215835, '國英數B社': 45.92503212746144}"
國立臺灣大學 戲劇學系(男),"['國', '英', '數B', '社', '國英數B社']","{'國': 11, '英': 11, '數B': 11, '社': 11}",藝術,"{'國': 12.0, '英': 12.674213946673875, '數B': 6.370026351501208, '社': 9.98134624262571, '國英數B社': 43.60233557978114}"
國立臺灣大學 政治學系公共行政組,"['國社', '英']","{'國': 14, '社': 14, '英': 14}",法政,"{'國社': 27.44607731260519, '英': 13.866275693093147}"
國立臺灣大學 政治學系國際關係組,"['國社', '英']","{'國': 14, '社': 14, '英': 15}",管理,"{'國社': 28.68921546252104, '英': 15.0}"
國立臺灣大學 政治學系政治理論組,"['國社', '英']","{'國': 14, '社': 14, '英': 17}",法政,"{'國社': 28.68921546252104, '英': 17.385702251682254}"
國立臺灣大學 數學系,"['數A', '自']","{'數A': 14, '自': 13}",數理化,"{'數A': 14.0, '自': 13.320284591111534}"
國立臺灣大學 日本語文學系,"['國英', '社', '國英社']","{'國': 13, '英': 13, '社': 13}",文史哲,"{'國英': 27.248999382541825, '社': 13.657814349224138, '國英社': 39.71428571428571}"
國立臺灣大學 昆蟲學系,"['自', '英數A自']","{'自': 11, '英': 11, '數A': 11}",生物資源,"{'自': 13.686016618118035, '英數A自': 32.22844418499882}"
國立臺灣大學 會計學系,"['英數A', '國英數A']","{'英': 13, '數A': 13, '國': 13}",管理,"{'英數A': 26.858140681671674, '國英數A': 38.32606929754794}"
國立臺灣大學 材料科學與工程學系,"['英', '數A', '自']","{'英': 14, '數A': 14, '自': 14}",工程,"{'英': 14.3357097686406, '數A': 14.0, '自': 13.898824367652296}"
國立臺灣大學 森林環境暨資源學系,['自'],{'自': 13},生物資源,{'自': 12.795010434526436}
國立臺灣大學 植物病理與微生物學系,"['英', '自']","{'英': 14, '自': 12}",生物資源,"{'英': 14.0, '自': 12.124170257195534}"
國立臺灣大學 機械工程學系,['英數A自'],"{'英': 14, '數A': 14, '自': 14}",工程,{'英數A自': 40.65302414013836}
國立臺灣大學 歷史學系,"['國', '英', '社']","{'國': 13, '英': 13, '社': 14}",文史哲,"{'國': 13.0, '英': 13.0, '社': 14.429529109898448}"
國立臺灣大學 法律學系司法組,['國英'],"{'國': 15, '英': 15}",法政,{'國英': 30.0}
國立臺灣大學 法律學系法學組,['國英'],"{'國': 15, '英': 15}",法政,{'國英': 30.0}
國立臺灣大學 法律學系財經法學組,['國英'],"{'國': 15, '英': 15}",法政,{'國英': 30.0}
國立臺灣大學 牙醫學系,"['英數A自', '國英數A自']","{'英': 15, '數A': 15, '自': 15, '國': 15}",醫藥衛生,"{'英數A自': 44.0, '國英數A自': 58.36789774820775}"
國立臺灣大學 物理學系,"['數A', '自']","{'數A': 15, '自': 14}",數理化,"{'數A': 14.607124394292288, '自': 14.0}"
國立臺灣大學 物理治療學系,['英數A自'],"{'英': 13, '數A': 13, '自': 13}",醫藥衛生,{'英數A自': 39.3586259547127}
國立臺灣大學 獸醫學系,"['國數A', '英', '自', '國英數A自']","{'國': 13, '數A': 13, '英': 13, '自': 13}",醫藥衛生,"{'國數A': 24.999724174019928, '英': 13.329397416705286, '自': 13.686016618118035, '國英數A自': 51.3859145844668}"
國立臺灣大學 生化科技學系,"['英', '數A', '自']","{'英': 13, '數A': 8, '自': 14}",工程,"{'英': 13.0, '數A': 7.68522340405772, '自': 13.771329927247852}"
國立臺灣大學 生命科學系,"['英自', '國英數A自']","{'英': 11, '自': 11, '國': 11, '數A': 11}",生命科學,"{'英自': 27.0, '國英數A自': 45.4302479194597}"
國立臺灣大學 生物機電工程學系,"['英', '數A自', '英數A自']","{'英': 12, '數A': 12, '自': 12}",工程,"{'英': 12.23832771696399, '數A自': 25.96199082632765, '英數A自': 36.47520531222043}"
國立臺灣大學 生物環境系統工程學系,"['英', '數A', '自']","{'英': 11, '數A': 11, '自': 12}",工程,"{'英': 11.040319206014969, '數A': 10.82996783621972, '自': 12.323752372114932}"
國立臺灣大學 生物產業傳播暨發展學系,['國英數A社'],"{'國': 13, '英': 13, '數A': 13, '社': 13}",生物資源,{'國英數A社': 52.30117092911071}
國立臺灣大學 社會學系,"['國英社', '數B']","{'國': 14, '英': 14, '社': 14, '數B': 14}",社會心理,"{'國英社': 42.89750917002891, '數B': 14.444444444444445}"
國立臺灣大學 社會工作學系,"['國數B社', '英']","{'國': 13, '數B': 13, '社': 13, '英': 13}",社會心理,"{'國數B社': 38.00274813588595, '英': 13.329397416705286}"
國立臺灣大學 經濟學系A組,"['數A', '社自']","{'數A': 12, '社': 14, '自': 14}",財經,"{'數A': 11.597633276604036, '社自': 27.30440503723329}"
國立臺灣大學 經濟學系B組,"['英', '數A']","{'英': 12, '數A': 13}",財經,"{'英': 12.0, '數A': 12.615287561614457}"
國立臺灣大學 經濟學系C組,"['數A', '社']","{'數A': 12, '社': 15}",財經,"{'數A': 12.0, '社': 15.0}"
國立臺灣大學 職能治療學系,"['國', '英', '數A自']","{'國': 13, '英': 13, '數A': 11, '自': 11}",醫藥衛生,"{'國': 13.337605831445885, '英': 12.670602583294714, '數A自': 22.995513938111976}"
國立臺灣大學 藥學系,"['數A自', '國英']","{'數A': 14, '自': 14, '國': 14, '英': 14}",醫藥衛生,"{'數A自': 28.12838017740918, '國英': 27.0}"
國立臺灣大學 護理學系,"['英', '自']","{'英': 12, '自': 14}",醫藥衛生,"{'英': 12.3336791914849, '自': 13.754241280097228}"
國立臺灣大學 財務金融學系,"['英', '數A', '國英數A']","{'英': 13, '數A': 13, '國': 13}",管理,"{'英': 14.0, '數A': 12.189710027362144, '國英數A': 40.1988131643331}"
國立臺灣大學 資訊工程學系,"['英自', '數A']","{'英': 13, '自': 13, '數A': 15}",工程,"{'英自': 26.094462703445696, '數A': 15.0}"
國立臺灣大學 資訊工程學系(資安組),"['英', '數A']","{'英': 15, '數A': 14}",工程,"{'英': 15.0, '數A': 14.0}"
國立臺灣大學 資訊管理學系,"['英數A', '國英數A自']","{'英': 14, '數A': 14, '國': 14, '自': 14}",資訊,"{'英數A': 28.0, '國英數A自': 54.22278217397219}"
國立臺灣大學 資訊管理學系(資安組),"['英數A', '國英數A自']","{'英': 14, '數A': 14, '國': 14, '自': 14}",資訊,"{'英數A': 27.9156820198143, '國英數A自': 54.13774218262065}"
國立臺灣大學 農業化學系,"['數A', '自', '國英數A自']","{'數A': 11, '自': 11, '國': 11, '英': 11}",數理化,"{'數A': 10.332727849998552, '自': 13.686016618118035, '國英數A自': 42.71467359064321}"
國立臺灣大學 農業經濟學系,"['英', '數A']","{'英': 14, '數A': 11}",生物資源,"{'英': 14.0, '數A': 10.576698965023954}"
國立臺灣大學 農藝學系,"['英數A', '自', '國英數A自']","{'英': 12, '數A': 12, '自': 12, '國': 12}",生物資源,"{'英數A': 24.868044594745392, '自': 11.646588486140724, '國英數A自': 49.8547736807563}"
國立臺灣大學 醫學工程學系,"['國', '英數A自']","{'國': 13, '英': 14, '數A': 14, '自': 14}",醫藥衛生,"{'國': 13.0, '英數A自': 41.0}"
國立臺灣大學 醫學檢驗暨生物技術學系,['自'],{'自': 14},醫藥衛生,{'自': 13.896330602066262}
國立臺灣大學 醫學系,"['國', '英數A自', '國英數A自']","{'國': 15, '英': 15, '數A': 15, '自': 15}",醫藥衛生,"{'國': 13.99927191414686, '英數A自': 44.34446315567408, '國英數A自': 58.37248620092425}"
國立臺灣大學 醫學系(公費生),"['國', '英數A自', '國英數A自']","{'國': 14, '英': 14, '數A': 14, '自': 14}",醫藥衛生,"{'國': 14.000728085853176, '英數A自': 40.86113278263035, '國英數A自': 55.0}"
國立臺灣大學 電機工程學系,['英數A自'],"{'英': 15, '數A': 15, '自': 15}",工程,{'英數A自': 43.86113278263035}
國立臺灣師範大學 企業管理學系,"['國', '英']","{'國': 13, '英': 14}",管理,"{'國': 13.0, '英': 13.665552625212776}"
國立臺灣師範大學 健康促進與衛生教育學系,['國英'],"{'國': 13, '英': 13}",醫藥衛生,{'國英': 25.322494214176224}
國立臺灣師範大學 光電工程學士學位學程,"['英數A', '自']","{'英': 11, '數A': 11, '自': 13}",工程,"{'英數A': 22.77540544024422, '自': 13.338881758778667}"
國立臺灣師範大學 公民教育與活動領導學系,"['社', '國英數B社']","{'社': 12, '國': 12, '英': 12, '數B': 12}",教育,"{'社': 13.652902987238694, '國英數B社': 46.502786061326354}"
國立臺灣師範大學 化學系,"['英', '數A', '自']","{'英': 11, '數A': 9, '自': 12}",數理化,"{'英': 10.913591606730447, '數A': 9.337566053300463, '自': 12.02995697126316}"
國立臺灣師範大學 國文學系,"['國', '國英社']","{'國': 13, '英': 13, '社': 13}",文史哲,"{'國': 13.678384876558324, '國英社': 38.00333689246601}"
國立臺灣師範大學 圖文傳播學系,"['國', '英', '數A']","{'國': 11, '英': 11, '數A': 8}",大眾傳播,"{'國': 11.337605831445885, '英': 10.670602583294714, '數A': 7.870300789882954}"
國立臺灣師範大學 地球科學系,"['數A', '自']","{'數A': 10, '自': 14}",地球環境,"{'數A': 9.968347167096352, '自': 13.997393658767104}"
國立臺灣師範大學 地理學系,"['英', '數B', '社']","{'英': 10, '數B': 10, '社': 11}",地球環境,"{'英': 9.99495004191806, '數B': 9.76703589188686, '社': 10.64917285896831}"
國立臺灣師範大學 學習科學學士學位學程,"['國', '數A']","{'國': 10, '數A': 11}",教育,"{'國': 10.008006508151816, '數A': 10.784139168660143}"
國立臺灣師範大學 幼兒與家庭科學學系家庭生活與教育組,['國英數B社'],"{'國': 10, '英': 10, '數B': 10, '社': 10}",教育,{'國英數B社': 38.15927281400964}
國立臺灣師範大學 幼兒與家庭科學學系幼兒發展與教育組,"['英', '數B', '國英數B社']","{'英': 11, '數B': 11, '國': 11, '社': 11}",教育,"{'英': 10.58736223190269, '數B': 9.48362306795489, '國英數B社': 43.0}"
國立臺灣師範大學 教育學系,['國英數B社'],"{'國': 13, '英': 13, '數B': 13, '社': 13}",教育,{'國英數B社': 51.30214779151317}
國立臺灣師範大學 教育學院學士班,"['英', '國英']","{'英': 13, '國': 13}",教育,"{'英': 13.665552625212776, '國英': 26.01235870107984}"
國立臺灣師範大學 教育心理與輔導學系,['國英數B社'],"{'國': 13, '英': 13, '數B': 13, '社': 13}",社會心理,{'國英數B社': 53.1227067933004}
國立臺灣師範大學 數學系,"['數A', '英數A自']","{'數A': 9, '英': 9, '自': 9}",數理化,"{'數A': 11.594855013681071, '英數A自': 28.17643397387372}"
國立臺灣師範大學 東亞學系,"['國', '英', '數B']","{'國': 12, '英': 12, '數B': 8}",未分類,"{'國': 12.013746643555436, '英': 12.331105250425551, '數B': 8.009378410391474}"
國立臺灣師範大學 機電工程學系,"['英自', '數A', '國英數A自']","{'英': 12, '自': 12, '數A': 12, '國': 12}",工程,"{'英自': 15.202184265058277, '數A': 13.049885487875184, '國英數A自': 47.0}"
國立臺灣師範大學 歷史學系,"['國', '英', '社', '國英社']","{'國': 13, '英': 13, '社': 13}",文史哲,"{'國': 13.09891017796502, '英': 11.329397416705286, '社': 14.0, '國英社': 38.16941241599479}"
國立臺灣師範大學 營養科學學士學位學程,"['自', '國英數A自']","{'自': 10, '國': 10, '英': 10, '數A': 10}",醫藥衛生,"{'自': 14.11470178672064, '國英數A自': 38.20738648924648}"
國立臺灣師範大學 物理學系,"['數A', '自']","{'數A': 11, '自': 12}",數理化,"{'數A': 10.786486189014406, '自': 12.397611668536936}"
國立臺灣師範大學 特殊教育學系,"['國', '英', '國英']","{'國': 13, '英': 13}",教育,"{'國': 13.0, '英': 12.329397416705286, '國英': 25.689864486903613}"
國立臺灣師範大學 生命科學系,"['自', '國英數A自']","{'自': 11, '國': 11, '英': 11, '數A': 11}",生命科學,"{'自': 14.004495653421795, '國英數A自': 42.44926354060038}"
國立臺灣師範大學 社會教育學系,"['國社', '英數B']","{'國': 13, '社': 13, '英': 10, '數B': 10}",社會心理,"{'國社': 25.91117817021951, '英數B': 19.65946036257796}"
國立臺灣師範大學 科技應用與人力資源發展學系,"['英', '數A', '自']","{'英': 10, '數A': 7, '自': 10}",工程,"{'英': 9.78892372103101, '數A': 7.0, '自': 10.000153055794412}"
國立臺灣師範大學 臺灣語文學系,"['國', '英', '社']","{'國': 13, '英': 10, '社': 13}",文史哲,"{'國': 13.0, '英': 10.329397416705286, '社': 13.138684264657924}"
國立臺灣師範大學 英語學系,['英'],{'英': 15},未分類,{'英': 15.0}
國立臺灣師範大學 華語文教學系應用華語文學組,"['國', '英']","{'國': 13, '英': 13}",文史哲,"{'國': 12.999271914146858, '英': 13.0}"
國立臺灣師範大學 設計學系產品設計組,['國英數B'],"{'國': 12, '英': 12, '數B': 12}",建築設計,{'國英數B': 36.0}
國立臺灣師範大學 資訊工程學系,"['英', '數A']","{'英': 9, '數A': 12}",工程,"{'英': 9.010742509649456, '數A': 11.953778238246272}"
國立臺灣師範大學 資訊工程學系(資安組),"['英', '數A']","{'英': 11, '數A': 12}",工程,"{'英': 11.41263776809731, '數A': 12.044099291528225}"
國立臺灣師範大學 電機工程學系,"['英自', '數A']","{'英': 12, '自': 12, '數A': 11}",工程,"{'英自': 24.897528049141844, '數A': 10.980856859145726}"
國立臺灣海洋大學 光電與材料科技學系,"['數A', '英數A自']","{'數A': 10, '英': 10, '自': 10}",工程,"{'數A': 8.517443496931229, '英數A自': 31.333333333333336}"
